-34.479999 -57.840003
-33.543999 -56.900997
-33.138999 -58.303998
-34.538004 -56.284002
-34.099002 -56.214998
9.261000 0.789004
8.557002 0.984997
33.399999 10.416700
33.689997 8.971003
33.000003 10.466704
36.866673 10.199998
36.500004 8.749999
35.216703 8.716699
35.016696 9.500005
36.083304 9.383302
35.483913 11.040877
35.730702 10.767295
36.399996 10.146997
11.322999 106.147000
21.740004 103.343005
22.133333 105.833333
21.845997 106.757002
21.328002 103.910005
21.817998 105.211000
21.705003 104.875003
20.942001 106.331005
20.450304 106.333030
13.082004 109.315999
10.969074 106.652746
16.849998 107.133301
10.467000 105.635998
10.234998 106.374997
9.934002 106.334002
10.256004 105.964003
22.663998 106.268005
15.059997 -87.290001
14.333004 -88.166700
14.319999 -87.684003
14.919003 -88.236000
14.583303 -88.583301
14.436999 -89.181999
13.943997 -86.850999
18.633935 -74.118425
19.931760 -72.829485
19.143000 -72.003996
19.665567 -71.844840
18.234999 -72.537003
41.742999 27.226000
40.149999 29.982997
40.766661 30.400003
41.389002 33.783004
37.716660 30.283336
39.141999 34.171003
38.624004 34.723999
36.233334 36.116677
40.913001 38.390005
42.022998 35.153002
40.305996 36.563005
41.183001 41.817997
38.885004 40.498003
38.394000 42.122998
-0.308889 32.225000
40.607001 33.621004
37.976004 34.694002
39.817998 34.814998
40.464000 39.484000
37.944000 41.932999
39.116700 39.533302
1.460833 33.936111
1.738889 33.159444
0.702500 32.888611
0.609167 33.468611
0.947222 33.119722
1.145000 33.709444
0.225000 32.313611
3.361389 31.809722
2.475833 31.102500
0.916111 31.774167
1.308889 32.456389
0.583299 32.533300
1.674444 31.715000
0.671004 30.275002
0.800000 31.066667
1.250000 34.300000
0.454444 34.075833
1.891111 33.966111
47.090997 17.911000
46.844001 16.840000
47.549997 18.433000
46.343997 18.712999
48.105000 19.826002
46.672002 21.101005
47.895003 20.383003
-0.879444 30.264167
-1.353889 29.698333
-2.483298 29.566702
-2.050002 29.350000
-2.166696 30.533302
45.045000 23.274001
44.434998 24.371002
43.901631 25.286707
44.937999 25.459003
43.929999 25.840000
44.569998 27.381997
32.625000 36.105004
47.369997 7.345000
46.998999 6.922999
47.390004 8.034004
46.950003 8.383303
46.239003 7.354000
47.383299 9.283303
47.422998 9.361999
46.197000 9.019999
47.050002 9.066700
47.706003 8.632999
47.019996 8.648002
47.567997 9.108001
46.879002 8.638003
47.178999 8.487001
60.613002 15.647005
58.763997 17.015005
62.633997 17.934004
56.203002 15.296005
46.077003 23.580001
47.138004 24.513004
45.883323 22.916674
47.175003 23.063005
47.791998 22.885003
45.109998 24.382999
45.867996 25.793002
46.360998 25.524001
46.940004 26.382997
45.291996 27.969004
46.633329 27.733339
28.350000 82.183303
19.301004 97.968997
8.451000 98.533999
9.962001 98.638003
8.052003 98.911999
7.614999 100.081000
6.616701 100.066699
18.503001 99.073999
16.472997 99.529003
16.439004 100.349002
16.418997 101.159002
14.471001 100.128997
14.583303 100.450000
15.179004 100.126000
14.200002 101.215999
14.886999 100.401004
13.817997 100.063999
11.802996 99.800002
13.536000 100.274005
13.412997 100.000999
15.787998 104.150998
13.679001 101.076004
12.237003 102.509002
16.427997 103.509001
16.183998 103.298005
16.050996 103.654999
6.864003 101.250001
-25.961004 31.247002
-26.454996 31.951999
-26.495001 31.388005
-27.000000 31.416697
13.475997 -86.582997
13.629996 -86.472999
40.641003 -8.650998
39.738996 -8.804997
41.696235 -8.844138
38.912004 -6.337998
38.014002 -7.863002
38.559996 -7.905996
39.290004 -7.423002
39.231000 -8.682003
41.807997 -6.755003
39.810996 -7.488000
40.541004 -7.262001
40.656996 -7.910000
41.293998 -7.737003
14.344002 -16.416000
31.333302 37.333297
53.000001 6.550003
51.987996 5.923000
50.852997 5.677003
52.524000 6.096997
51.501996 3.610000
51.683337 5.316661
58.464756 8.766001
60.630003 6.441004
61.183296 6.850000
59.913486 11.347237
60.820002 11.069002
59.264001 10.421002
28.266696 83.583298
29.250000 82.216702
27.533304 83.383300
29.300004 80.600005
28.694997 80.593003
27.325998 86.086999
27.550998 85.130002
26.533296 86.733298
26.908002 87.926005
-5.490000 143.718004
-2.690001 141.303997
-6.022998 144.960013
-7.927002 145.837999
-6.228000 155.565991
-2.032002 147.279997
-5.550003 150.143014
47.263056 29.160833
-30.117267 28.702000
4.183299 43.866703
3.327003 42.227002
1.083303 42.583303
5.742000 46.508005
8.568999 81.233002
8.033004 79.826005
6.693003 80.386003
5.532003 7.486003
5.007996 7.849999
5.492997 7.026004
38.507004 125.762005
39.488004 125.463997
50.249997 106.200001
47.710998 106.947001
-21.436002 15.950998
-21.939003 15.852997
-19.639998 17.342002
-22.455000 18.963001
-5.063464 39.725799
-6.766704 38.916703
-5.878998 39.259999
46.800000 7.149997
47.483001 7.737004
47.212002 7.536997
46.899000 8.243002
58.705002 13.827997
58.363002 12.330001
47.333304 9.416701
53.633333 -8.183333
12.268998 -16.164999
12.492999 -15.227000
11.772999 -15.194997
12.279996 -14.234004
11.216700 -15.166701
4.799997 -8.166699
8.416701 -9.749997
6.433299 -10.600002
6.525999 -10.349001
7.371000 -8.685000
5.464998 -9.577997
40.642002 15.798997
41.562999 14.655997
32.283297 36.233299
30.833334 35.600005
30.192003 35.736004
45.737001 7.315003
49.883301 6.166702
49.699998 6.333301
6.433002 100.189999
4.184001 102.042001
3.066696 101.549998
-0.416997 36.951004
-29.152998 27.753004
-30.159000 27.479998
-30.411000 27.716005
-28.878003 28.055998
-28.749996 28.250002
-29.291004 29.078002
13.919004 -89.845002
13.716702 -88.933302
13.673997 -89.289999
13.508001 -88.867998
13.331997 -87.839001
13.699998 -88.100001
13.641003 -88.785000
13.346001 -88.432002
14.072004 -89.093997
18.442998 -78.179004
18.033003 -77.499999
18.030996 -77.851998
18.479583 -77.656050
